ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,Year,Half,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,ROA,Total_Assets,Total_Revenue,Total_Liabilities,Net_Income,E_Dummy,S_Dummy,G_Dummy
SMP,US8536661056,US,2024,H1,2.2,4.2,6.599999999999999,2.6408939504905855,1293.047,1358.272,642.174,34.148,0,1,1
SPRU,US9837FR1002,US,2022,H2,5.6,3.3,5.2,-11.364197291882421,826.552,23.194,537.576,-93.931,1,0,1
SPRU,US9837FR1002,US,2023,H1,5.6,3.3,4.725,-11.364197291882421,826.552,23.194,537.576,-93.931,1,0,1
SRI,US86183P1021,US,2018,H1,4.4,3.6,7.3500000000000005,9.623980597620456,559.519,866.199,276.253,53.848,0,1,1
SRI,US86183P1021,US,2018,H2,4.4,3.4333333333333336,7.400000000000001,9.623980597620456,559.519,866.199,276.253,53.848,0,1,1
SRI,US86183P1021,US,2019,H1,4.4,3.4,7.016666666666667,9.623980597620456,559.519,866.199,276.253,53.848,0,0,1
SRI,US86183P1021,US,2019,H2,4.1000000000000005,3.85,5.8999999999999995,10.011640476977263,602.209,830.129,312.305,60.291,0,1,1
SRI,US86183P1021,US,2020,H1,3.7999999999999994,4.3,5.900000000000001,10.011640476977263,602.209,830.129,312.305,60.291,0,1,1
SRI,US86183P1021,US,2020,H2,3.7999999999999994,2.813333333333333,5.6000000000000005,-1.2793526958133787,621.408,648.006,324.774,-7.95,0,0,1
SRI,US86183P1021,US,2021,H1,3.7999999999999994,4.1,4.733333333333333,-1.2793526958133787,621.408,648.006,324.774,-7.95,0,1,1
SRI,US86183P1021,US,2021,H2,3.7999999999999994,4.1499999999999995,2.375,0.5118733271315407,665.399,769.491,369.449,3.406,0,1,0
SRI,US86183P1021,US,2022,H1,4.4,4.2,3.9250000000000003,0.5118733271315407,665.399,769.491,369.449,3.406,0,1,0
SRI,US86183P1021,US,2022,H2,4.4,3.2000000000000006,5.3,-2.155481095835793,652.105,899.923,371.163,-14.056,0,0,1
SRI,US86183P1021,US,2023,H1,4.666666666666667,3.0,5.8999999999999995,-2.155481095835793,652.105,899.923,371.163,-14.056,1,0,1
SRI,US86183P1021,US,2023,H2,4.8,3.033333333333333,5.466666666666666,-0.7623179879394029,679.9,975.818,392.183,-5.183,1,0,1
SRI,US86183P1021,US,2024,H1,4.666666666666667,3.6666666666666665,4.966666666666666,-0.7623179879394029,679.9,975.818,392.183,-5.183,1,1,1
SUP,US8681681057,US,2018,H1,3.2999999999999994,4.4,4.56,,,,,,0,1,1
SUP,US8681681057,US,2018,H2,3.2999999999999994,4.183333333333334,5.31,,,,,,0,1,1
SUP,US8681681057,US,2019,H1,3.283333333333333,3.7000000000000006,1.0333333333333334,,,,,,0,1,0
SUP,US8681681057,US,2019,H2,2.9333333333333336,3.733333333333333,0.06,,,,,,0,1,0
SUP,US8681681057,US,2020,H1,2.4,3.7999999999999994,2.8466666666666662,,,,,,0,1,0
SUP,US8681681057,US,2020,H2,2.4,3.2066666666666666,4.176666666666667,,,,,,0,0,1
SUP,US8681681057,US,2021,H1,2.4,0.04,3.9166666666666665,,,,,,0,0,0
SUP,US8681681057,US,2021,H2,2.4,0.04,2.475,,,,,,0,0,0
SUP,US8681681057,US,2022,H1,0.02,0.03,2.6750000000000003,,,,,,0,0,0
SUP,US8681681057,US,2022,H2,0.02,1.6333333333333335,5.6000000000000005,,,,,,0,0,1
SUP,US8681681057,US,2023,H1,0.02,2.0,6.1000000000000005,,,,,,0,0,1
SUP,US8681681057,US,2023,H2,0.02,2.4,6.233333333333333,,,,,,0,0,1
SUP,US8681681057,US,2024,H1,0.02,2.4,6.3,,,,,,0,0,1
TEN,US8803491054,US,2018,H1,5.7,4.9,5.016666666666667,-3.0952013972914063,3205.058,529.879,1698.281,-99.203,1,1,1
TEN,US8803491054,US,2018,H2,0.875,5.599999999999999,4.8500000000000005,-3.0952013972914063,3205.058,529.879,1698.281,-99.203,0,1,1
TEN,US8803491054,US,2019,H1,0.9083333333333333,5.349999999999999,5.216666666666666,-3.0952013972914063,3205.058,529.879,1698.281,-99.203,0,1,1
TEN,US8803491054,US,2019,H2,3.3166666666666664,4.566666666666666,7.033333333333332,0.47956582267605086,3154.103,597.452,1681.784,15.126,0,1,1
TEN,US8803491054,US,2020,H1,4.7,4.0,3.703333333333333,0.47956582267605086,3154.103,597.452,1681.784,15.126,1,1,0
TEN,US8803491054,US,2020,H2,5.2,3.766666666666667,4.333333333333333,0.7712043440891309,3112.275,644.135,1730.457,24.002,1,1,1
TEN,US8803491054,US,2021,H1,5.2,3.9,3.6166666666666667,0.7712043440891309,3112.275,644.135,1730.457,24.002,1,1,0
TEN,US8803491054,US,2021,H2,4.366666666666667,3.4,4.566666666666667,-5.230076958312348,2894.814,546.12,1603.023,-151.401,0,0,1
TEN,US8803491054,US,2022,H1,4.2,3.283333333333333,4.191666666666666,-5.230076958312348,2894.814,546.12,1603.023,-151.401,0,0,1
TEN,US8803491054,US,2022,H2,4.1,2.4,6.166666666666667,6.172868984381495,3308.575,860.4,1785.656,204.234,0,0,1
TEN,US8803491054,US,2023,H1,4.1,2.4,0.05,6.172868984381495,3308.575,860.4,1785.656,204.234,0,0,0
TEN,US88037EAB74,US,2023,H1,4.1,2.4,5.7,6.172868984381495,3308.575,860.4,1785.656,204.234,0,0,1
TEN,US88037EAB74,US,2023,H2,4.1,2.4,5.7,8.923126313505286,3364.09,889.566,1711.443,300.182,0,0,1
TEN,USU88037AH63,US,2023,H2,4.1,2.4,5.7,8.923126313505286,3364.09,889.566,1711.443,300.182,0,0,1
TEN,USU88037AH63,US,2024,H1,4.1,2.4,5.833333333333333,8.923126313505286,3364.09,889.566,1711.443,300.182,0,0,1
THO,US8851601018,US,2018,H1,3.4,3.466666666666667,5.916666666666667,15.480491531004997,2778.665,8328.909,840.924,430.151,0,1,1
THO,US8851601018,US,2018,H2,1.9916666666666665,2.8383333333333334,5.093333333333333,15.480491531004997,2778.665,8328.909,840.924,430.151,0,0,1
THO,US8851601018,US,2019,H1,0.05000000000000001,3.3499999999999996,4.136666666666667,15.480491531004997,2778.665,8328.909,840.924,430.151,0,0,1
THO,US8851601018,US,2019,H2,1.8333333333333333,3.3666666666666667,1.0166666666666666,2.35449644780641,5660.446,7864.758,3565.218,133.275,0,0,0
THO,US8851601018,US,2020,H1,4.75,3.5666666666666664,5.266666666666667,2.35449644780641,5660.446,7864.758,3565.218,133.275,1,1,1
THO,US8851601018,US,2020,H2,4.9,3.9,5.266666666666667,3.863389852827534,5771.46,8167.933,3425.891,222.974,1,1,1
THO,US8851601018,US,2021,H1,3.2000000000000006,3.2000000000000006,5.426666666666667,3.863389852827534,5771.46,8167.933,3425.891,222.974,0,0,1
THO,US8851601018,US,2021,H2,5.7,0.5583333333333333,6.7,9.91679100126118,6654.088,12317.38,3705.982,659.872,1,0,1
THO,US8851601018,US,2022,H1,5.0,1.8766666666666667,6.583333333333333,9.91679100126118,6654.088,12317.38,3705.982,659.872,1,0,1
THO,US8851601018,US,2022,H2,6.2,2.7999999999999994,7.25,15.35885159713677,7408.132,16312.525,3807.478,1137.804,1,0,1
THO,US8851601018,US,2023,H1,4.983333333333333,2.9166666666666665,7.083333333333333,15.35885159713677,7408.132,16312.525,3807.478,1137.804,1,0,1
THO,US8851601018,US,2023,H2,6.099999999999999,3.1,6.900000000000001,5.154658627181742,7260.83,11121.605,3277.432,374.271,1,0,1
THO,US8851601018,US,2024,H1,6.099999999999999,3.1,6.7,5.154658627181742,7260.83,11121.605,3277.432,374.271,1,0,1
THRM,US37253A1034,US,2018,H1,4.4,4.7,7.050000000000001,5.217502836073107,803.047,1038.259,323.348,41.899,0,1,1
THRM,US37253A1034,US,2018,H2,4.466666666666667,4.5,7.5,5.217502836073107,803.047,1038.259,323.348,41.899,0,1,1
THRM,US37253A1034,US,2019,H1,4.433333333333334,4.4,7.1000000000000005,5.217502836073107,803.047,1038.259,323.348,41.899,0,1,1
THRM,US37253A1034,US,2019,H2,4.1,2.9500000000000006,7.3500000000000005,5.156271910649917,727.386,971.684,254.736,37.506,0,0,1
THRM,US37253A1034,US,2020,H1,4.1,0.8583333333333334,7.366666666666667,5.156271910649917,727.386,971.684,254.736,37.506,0,0,1
THRM,US37253A1034,US,2020,H2,3.983333333333333,5.033333333333334,1.025,5.835718035780801,1022.839,913.098,436.508,59.69,0,1,0
THRM,US37253A1034,US,2021,H1,3.4,5.7,4.8933333333333335,5.835718035780801,1022.839,913.098,436.508,59.69,0,1,1
THRM,US37253A1034,US,2021,H2,3.4,5.7,6.266666666666667,9.989276661075134,935.343,1046.15,281.537,93.434,0,1,1
THRM,US37253A1034,US,2022,H1,3.3666666666666667,5.0,6.316666666666666,9.989276661075134,935.343,1046.15,281.537,93.434,0,1,1
THRM,US37253A1034,US,2022,H2,3.2999999999999994,3.2999999999999994,5.428333333333334,1.972161704187848,1239.3,1204.656,567.027,24.441,0,0,1
THRM,US37253A1034,US,2023,H1,3.2999999999999994,3.2999999999999994,6.75,1.972161704187848,1239.3,1204.656,567.027,24.441,0,0,1
THRM,US37253A1034,US,2023,H2,3.4,4.2,1.1916666666666667,3.2683042618467217,1234.371,1469.076,589.649,40.343,0,1,0
THRM,US37253A1034,US,2024,H1,3.4,4.2,0.07,3.2683042618467217,1234.371,1469.076,589.649,40.343,0,1,0
TOWR,US8918261095,US,2018,H1,2.7000000000000006,4.4,6.550000000000001,4.178087341676976,1170.392,1571.853,869.478,48.9,0,1,1
TOWR,US8918261095,US,2018,H2,2.5833333333333335,4.4,7.45,4.178087341676976,1170.392,1571.853,869.478,48.9,0,1,1
TOWR,US8918261095,US,2019,H1,0.02,4.4,6.128333333333333,4.178087341676976,1170.392,1571.853,869.478,48.9,0,1,1
TOWR,US8918261095,US,2019,H2,0.02,4.4,7.4,4.178087341676976,1170.392,1571.853,869.478,48.9,0,1,1
TOYOM,XS0352515968,US,2023,H1,7.3,4.6,0.03,,,,,,1,1,0
TOYOM,XS0352515968,US,2023,H2,7.3,4.75,3.5,,,,,,1,1,0
TOYOM,XS0352515968,US,2024,H1,6.466666666666666,4.566666666666666,3.1,,,,,,1,1,0
TSLA,US83416TAB61,US,2018,H1,9.533333333333333,2.6166666666666667,4.3999999999999995,-3.2821239710777683,29739.614,21461.268,23426.01,-976.091,1,0,1
TSLA,US88160R1014,US,2018,H1,9.533333333333333,2.6166666666666667,4.3999999999999995,-3.2821239710777683,29739.614,21461.268,23426.01,-976.091,1,0,1
TSLA,US83416TAB61,US,2018,H2,9.333333333333334,1.9666666666666668,5.033333333333333,-3.2821239710777683,29739.614,21461.268,23426.01,-976.091,1,0,1
TSLA,US88160R1014,US,2018,H2,9.333333333333334,1.9666666666666668,5.033333333333333,-3.2821239710777683,29739.614,21461.268,23426.01,-976.091,1,0,1
TSLA,US83416TAB61,US,2019,H1,9.233333333333333,1.6333333333333335,4.9,-3.2821239710777683,29739.614,21461.268,23426.01,-976.091,1,0,1
TSLA,US88160R1014,US,2019,H1,9.233333333333333,1.6333333333333335,4.9,-3.2821239710777683,29739.614,21461.268,23426.01,-976.091,1,0,1
TSLA,US83416TAB61,US,2019,H2,9.3,1.5,4.880000000000001,-2.5124602873881487,34309.0,24578.0,26199.0,-862.0,1,0,1
TSLA,US83416TAD28,US,2019,H2,9.3,1.5,4.6,-2.5124602873881487,34309.0,24578.0,26199.0,-862.0,1,0,1
TSLA,US88160R1014,US,2019,H2,9.3,1.5,4.833333333333333,-2.5124602873881487,34309.0,24578.0,26199.0,-862.0,1,0,1
TSLA,US83416TAD28,US,2020,H1,9.3,1.0066666666666666,4.783333333333333,-2.5124602873881487,34309.0,24578.0,26199.0,-862.0,1,0,1
TSLA,US88160R1014,US,2020,H1,9.3,1.0066666666666666,4.783333333333333,-2.5124602873881487,34309.0,24578.0,26199.0,-862.0,1,0,1
TSLA,US577767AA40,US,2020,H2,9.3,0.02,3.9,1.3826033596686353,52148.0,31536.0,28469.0,721.0,1,0,0
TSLA,US83416TAD28,US,2020,H2,9.3,0.02,3.606666666666667,1.3826033596686353,52148.0,31536.0,28469.0,721.0,1,0,0
TSLA,US88160R1014,US,2020,H2,9.3,0.02,3.606666666666667,1.3826033596686353,52148.0,31536.0,28469.0,721.0,1,0,0
TSLA,US577767AA40,US,2021,H1,9.266666666666667,0.02,4.366666666666666,1.3826033596686353,52148.0,31536.0,28469.0,721.0,1,0,1
TSLA,US83417KBA51,US,2021,H1,9.266666666666667,0.02,4.366666666666666,1.3826033596686353,52148.0,31536.0,28469.0,721.0,1,0,1
TSLA,US88160R1014,US,2021,H1,9.266666666666667,0.02,4.366666666666666,1.3826033596686353,52148.0,31536.0,28469.0,721.0,1,0,1
TSLA,US577767AA40,US,2021,H2,9.1,0.02,4.5,8.882844312822906,62131.0,53823.0,30548.0,5519.0,1,0,1
TSLA,US83417KBA51,US,2021,H2,9.1,1.2533333333333332,4.85,8.882844312822906,62131.0,53823.0,30548.0,5519.0,1,0,1
TSLA,US88160R1014,US,2021,H2,9.1,1.2533333333333332,4.85,8.882844312822906,62131.0,53823.0,30548.0,5519.0,1,0,1
TSLA,US83417KBA51,US,2022,H1,7.598333333333333,1.5333333333333332,5.0,8.882844312822906,62131.0,53823.0,30548.0,5519.0,1,0,1
TSLA,US88160R1014,US,2022,H1,7.598333333333333,1.5333333333333332,5.0,8.882844312822906,62131.0,53823.0,30548.0,5519.0,1,0,1
TSLA,US83417KBA51,US,2022,H2,0.09000000000000001,2.1,4.3,15.24933809419709,82338.0,81462.0,36440.0,12556.0,0,0,1
TSLA,US88160R1014,US,2022,H2,0.09000000000000001,2.1,4.3,15.24933809419709,82338.0,81462.0,36440.0,12556.0,0,0,1
TSLA,US83417KBA51,US,2023,H1,0.09000000000000001,1.4066666666666665,4.216666666666667,15.24933809419709,82338.0,81462.0,36440.0,12556.0,0,0,1
TSLA,US88160R1014,US,2023,H1,0.09000000000000001,1.4066666666666665,4.216666666666667,15.24933809419709,82338.0,81462.0,36440.0,12556.0,0,0,1
TSLA,US83417KBA51,US,2023,H2,0.09000000000000001,1.0866666666666667,4.3500000000000005,14.06610516047947,106618.0,96773.0,43009.0,14997.0,0,0,1
TSLA,US88160R1014,US,2023,H2,0.09000000000000001,1.0866666666666667,4.3500000000000005,14.06610516047947,106618.0,96773.0,43009.0,14997.0,0,0,1
TSLA,US83417KBA51,US,2024,H1,0.09000000000000001,1.3,2.7433333333333327,14.06610516047947,106618.0,96773.0,43009.0,14997.0,0,0,0
TSLA,US88160R1014,US,2024,H1,0.09000000000000001,1.3,2.7433333333333327,14.06610516047947,106618.0,96773.0,43009.0,14997.0,0,0,0
VC,US92839U2069,US,2018,H1,5.1,3.7999999999999994,7.683333333333334,8.17140009965122,2007.0,2984.0,1425.0,164.0,1,1,1
VC,US92839U2069,US,2018,H2,5.1499999999999995,3.7999999999999994,7.833333333333333,8.17140009965122,2007.0,2984.0,1425.0,164.0,1,1,1
VC,US92839U2069,US,2019,H1,5.2,3.7999999999999994,7.3999999999999995,8.17140009965122,2007.0,2984.0,1425.0,164.0,1,1,1
VC,US92839U2069,US,2019,H2,4.866666666666667,3.766666666666667,7.216666666666666,3.0823425803610744,2271.0,2945.0,1676.0,70.0,1,1,1
VC,US92839U2069,US,2020,H1,4.2,3.7000000000000006,7.133333333333333,3.0823425803610744,2271.0,2945.0,1676.0,70.0,0,1,1
VC,US92839U2069,US,2020,H2,4.2,3.8499999999999996,7.316666666666666,-2.4658740642888595,2271.0,2548.0,1761.0,-56.0,0,1,1
VC,US92839U2069,US,2021,H1,4.5,3.1,4.843333333333333,-2.4658740642888595,2271.0,2548.0,1761.0,-56.0,0,0,1
VC,US92839U2069,US,2021,H2,4.5,4.016666666666667,5.476666666666667,1.8352730528200536,2234.0,2773.0,1618.0,41.0,0,1,1
VC,US92839U2069,US,2022,H1,4.5,6.2,6.566666666666666,1.8352730528200536,2234.0,2773.0,1618.0,41.0,0,1,1
VC,US92839U2069,US,2022,H2,4.5,6.8,7.3,5.061224489795919,2450.0,3756.0,1676.0,124.0,0,1,1
VC,US92839U2069,US,2023,H1,4.3500000000000005,5.25,5.978333333333333,5.061224489795919,2450.0,3756.0,1676.0,124.0,0,1,1
VC,US92839U2069,US,2023,H2,4.2,3.6666666666666665,5.828333333333333,17.82178217821782,2727.0,3954.0,1604.0,486.0,0,1,1
VC,US92839U2069,US,2024,H1,4.2,3.6,6.8,17.82178217821782,2727.0,3954.0,1604.0,486.0,0,1,1
VOWG,DE000A1HQ7L9,US,2018,H1,4.9,1.2,1.2,,,,,,1,0,0
VOWG,US91842MD905,US,2018,H1,4.9,1.2,1.2,,,,,,1,0,0
VOWG,US91842ME168,US,2018,H1,4.9,1.2,0.01,,,,,,1,0,0
VOWG,US91842MFC10,US,2018,H1,4.9,1.2,0.7,,,,,,1,0,0
VOWG,US928668AB85,US,2018,H1,4.9,1.2,0.9683333333333333,,,,,,1,0,0
VOWG,US91842MG551,US,2018,H2,4.9,1.2,0.7,,,,,,1,0,0
VOWG,US91842MHA36,US,2018,H2,4.9,1.6,0.8,,,,,,1,0,0
VOWG,US91842MJA18,US,2018,H2,4.9,1.8,0.8,,,,,,1,0,0
VOWG,US91842MMA70,US,2018,H2,4.9,1.8,0.6366666666666667,,,,,,1,0,0
VOWG,US928668AB85,US,2018,H2,4.9,1.64,0.622,,,,,,1,0,0
VOWG,USU9273ACE39,US,2018,H2,4.9,1.8,1.1,,,,,,1,0,0
VOWG,US91842KN775,US,2019,H1,4.9,1.8,0.01,,,,,,1,0,0
VOWG,US91842KPK69,US,2019,H1,4.9,1.8,0.01,,,,,,1,0,0
VOWG,US91842KQ828,US,2019,H1,4.9,1.8,0.01,,,,,,1,0,0
VOWG,US91842KRJ78,US,2019,H1,4.9,1.8,0.01,,,,,,1,0,0
VOWG,US91842KU127,US,2019,H1,4.9,1.8,0.9,,,,,,1,0,0
VOWG,USU9273ACE39,US,2019,H1,4.9,1.8,0.3066666666666667,,,,,,1,0,0
VOWG,US91842KU200,US,2019,H2,4.9,1.8,0.5,,,,,,1,0,0
VOWG,US91842KZ662,US,2019,H2,5.4399999999999995,2.04,0.74,,,,,,1,0,0
VOWG,USU9273ACE39,US,2019,H2,5.3500000000000005,2.0,0.7000000000000001,,,,,,1,0,0
VOWG,US91842JCP21,US,2020,H1,5.8,2.2,1.1,,,,,,1,0,0
VOWG,US91842JD307,US,2020,H1,5.8,2.2,1.4,,,,,,1,0,0
VOWG,US91842JNV79,US,2020,H1,6.4,1.8,1.35,,,,,,1,0,0
VOWG,USU9273ACE39,US,2020,H1,6.0,2.066666666666667,1.2333333333333334,,,,,,1,0,0
VOWG,US91842JNV79,US,2020,H2,5.533333333333334,2.316666666666667,0.9666666666666668,,,,,,1,0,0
VOWG,USU9273ACE39,US,2020,H2,5.533333333333334,2.316666666666667,0.9666666666666668,,,,,,1,0,0
VOWG,US91842JNV79,US,2021,H1,5.1,2.5,0.2,,,,,,1,0,0
VOWG,US91842JRC52,US,2021,H1,5.4,2.5,0.2,,,,,,1,0,0
VOWG,US91842JRW17,US,2021,H1,5.6,3.8,0.6,,,,,,1,1,0
VOWG,US91842KBB17,US,2021,H1,5.6,3.8,0.5,,,,,,1,1,0
VOWG,USU9273ACE39,US,2021,H1,5.366666666666666,2.9333333333333336,0.31666666666666665,,,,,,1,0,0
VOWG,US91842KBB17,US,2021,H2,5.599999999999999,3.7999999999999994,0.6333333333333333,,,,,,1,1,0
VOWG,US928668BC59,US,2021,H2,5.6,3.8,0.7,,,,,,1,1,0
VOWG,USU9273ACE39,US,2021,H2,5.6,3.8,0.6199999999999999,,,,,,1,1,0
VOWG,US91842KBB17,US,2022,H1,5.6,3.8,0.7,,,,,,1,1,0
VOWG,US91842KCJ34,US,2022,H1,5.6,3.8,0.7,,,,,,1,1,0
VOWG,US91842KHP49,US,2022,H1,5.599999999999999,3.7999999999999994,0.6666666666666666,,,,,,1,1,0
VOWG,US928668BC59,US,2022,H1,5.6,3.8,0.6599999999999999,,,,,,1,1,0
VOWG,USU9273ACK98,US,2022,H1,5.6,3.8,0.8,,,,,,1,1,0
VOWG,US91842KHP49,US,2022,H2,5.6,4.3,1.1,,,,,,1,1,0
VOWG,US91842KK706,US,2022,H2,5.6,4.3,1.3,,,,,,1,1,0
VOWG,US91842KQT69,US,2022,H2,5.85,3.5,0.95,,,,,,1,1,0
VOWG,USU9273ACK98,US,2022,H2,5.683333333333333,4.033333333333333,1.0833333333333333,,,,,,1,1,0
VOWG,US91842KQT69,US,2023,H1,6.099999999999999,2.7000000000000006,0.8333333333333334,,,,,,1,0,0
VOWG,US91842KQX71,US,2023,H1,6.1,2.7,0.7,,,,,,1,0,0
VOWG,US91842MRT17,US,2023,H1,6.1,2.7,1.2,,,,,,1,0,0
VOWG,US91842MSW37,US,2023,H1,6.1,2.7,1.1,,,,,,1,0,0
VOWG,USU9273ACK98,US,2023,H1,6.099999999999999,2.7000000000000006,0.9166666666666666,,,,,,1,0,0
VOWG,US91842KTV88,US,2023,H2,6.1,2.7,1.1,,,,,,1,0,0
VOWG,US91842KVX17,US,2023,H2,6.1,2.7,0.8,,,,,,1,0,0
VOWG,US91842KYW07,US,2023,H2,6.7,2.5,1.1,,,,,,1,0,0
VOWG,US91842MUU43,US,2023,H2,6.1,2.7,0.8,,,,,,1,0,0
VOWG,US91842MWV08,US,2023,H2,6.1,2.7,1.1,,,,,,1,0,0
VOWG,US91842MXW71,US,2023,H2,6.1,2.7,1.1,,,,,,1,0,0
VOWG,USU9273ACK98,US,2023,H2,6.199999999999999,2.6666666666666665,1.0,,,,,,1,0,0
VOWG,US91842JBV08,US,2024,H1,6.7,2.5,1.1,,,,,,1,0,0
VOWG,US91842LAW46,US,2024,H1,6.7,2.5,1.1,,,,,,1,0,0
VOWG,US91842MZU97,US,2024,H1,6.7,2.5,1.1,,,,,,1,0,0
VOWG,USU9273ACK98,US,2024,H1,6.7,2.5,1.1,,,,,,1,0,0
WGO,US9746371007,US,2018,H1,2.3,3.6,6.7,9.731556704902523,1051.805,2016.829,517.36,102.357,0,1,1
WGO,US9746371007,US,2018,H2,3.033333333333333,3.3666666666666667,6.8,9.731556704902523,1051.805,2016.829,517.36,102.357,0,0,1
WGO,US9746371007,US,2019,H1,4.5,2.8499999999999996,7.366666666666667,9.731556704902523,1051.805,2016.829,517.36,102.357,0,0,1
WGO,US9746371007,US,2019,H2,4.7,2.6999999999999997,7.3,10.124511990697599,1104.231,1985.674,472.019,111.798,1,0,1
WGO,US9746371007,US,2020,H1,4.1499999999999995,2.4499999999999997,4.823333333333333,10.124511990697599,1104.231,1985.674,472.019,111.798,0,0,1
WGO,US9746371007,US,2020,H2,3.566666666666667,2.35,6.75,3.5853416583999533,1713.7,2355.533,886.234,61.442,0,0,1
WGO,US9746371007,US,2021,H1,4.066666666666666,2.233333333333333,5.7,3.5853416583999533,1713.7,2355.533,886.234,61.442,0,0,1
WGO,US9746371007,US,2021,H2,3.4,2.3,6.1000000000000005,13.666028788398146,2062.567,3629.847,1005.624,281.871,0,0,1
WGO,US9746371007,US,2022,H1,4.516666666666667,3.466666666666667,6.316666666666666,13.666028788398146,2062.567,3629.847,1005.624,281.871,0,1,1
WGO,US9746371007,US,2022,H2,5.599999999999999,4.6,6.900000000000001,16.1643129331138,2416.657,4957.73,1153.65,390.636,1,1,1
WGO,US9746371007,US,2023,H1,5.599999999999999,4.733333333333333,6.599999999999999,16.1643129331138,2416.657,4957.73,1153.65,390.636,1,1,1
WGO,US9746371007,US,2023,H2,5.599999999999999,4.7,6.599999999999999,8.87600723565203,2432.4,3490.7,1064.3,215.9,1,1,1
WGO,US9746371007,US,2024,H1,5.599999999999999,4.7,6.599999999999999,8.87600723565203,2432.4,3490.7,1064.3,215.9,1,1,1
WKHS,US98138J2069,US,2021,H1,8.4,0.04,3.008,11.031046159780693,632.542,1.393,237.338,69.776,1,0,0
WKHS,US98138J2069,US,2021,H2,8.4,0.04,3.5,-175.9212585309833,228.139,0.248,53.446,-401.345,1,0,0
WKHS,US98138J2069,US,2022,H1,8.4,0.7333333333333334,3.8000000000000003,-175.9212585309833,228.139,0.248,53.446,-401.345,1,0,0
WKHS,US98138J2069,US,2022,H2,8.316666666666668,2.516666666666667,5.116666666666667,-64.17462871151679,182.742,5.023,74.155,-117.274,1,0,1
WKHS,US98138J2069,US,2023,H1,8.3,2.7000000000000006,5.066666666666666,-64.17462871151679,182.742,5.023,74.155,-117.274,1,0,1
WKHS,US98138J2069,US,2023,H2,8.3,2.7000000000000006,4.833333333333333,-87.46709017116639,141.675,13.095,58.563,-123.919,1,0,1
WKHS,US98138J2069,US,2024,H1,8.3,2.7000000000000006,4.5,-87.46709017116639,141.675,13.095,58.563,-123.919,1,0,1
XL,US9837FR1002,US,2021,H2,5.6,3.6,5.18,,,,,,1,1,1
XL,US9837FR1002,US,2022,H1,5.599999999999999,3.6,5.316666666666666,,,,,,1,1,1
XL,US9837FR1002,US,2022,H2,5.6,3.3600000000000003,5.659999999999999,,,,,,1,0,1
XPEL,US98379L1008,US,2021,H1,0.02,5.4,4.732,21.80582061068702,83.84,158.924,30.457,18.282,0,1,1
XPEL,US98379L1008,US,2021,H2,0.02,5.400000000000001,5.25,19.605005744806387,161.015,259.263,76.553,31.567,0,1,1
XPEL,US98379L1008,US,2022,H1,1.26,6.3500000000000005,5.083333333333333,19.605005744806387,161.015,259.263,76.553,31.567,0,1,1
XPEL,US98379L1008,US,2022,H2,2.3000000000000003,6.2,6.266666666666666,21.400792296314684,193.362,323.993,68.64,41.381,0,1,1
XPEL,US98379L1008,US,2023,H1,2.1,5.3,6.1499999999999995,21.400792296314684,193.362,323.993,68.64,41.381,0,1,1
XPEL,US98379L1008,US,2023,H2,2.1,5.383333333333334,6.166666666666667,20.948972587793254,252.041,396.293,72.052,52.8,0,1,1
XPEL,US98379L1008,US,2024,H1,2.1,5.400000000000001,6.5,20.948972587793254,252.041,396.293,72.052,52.8,0,1,1
ZEPLN,DE000A14J7F8,US,2018,H1,5.516666666666667,3.783333333333333,4.18,,,,,,1,1,1
ZEPLN,DE000A14J7F8,US,2018,H2,5.4,3.8,4.16,,,,,,1,1,1
ZEPLN,DE000A14J7G6,US,2018,H2,5.4,3.8,4.2,,,,,,1,1,1
ZEPLN,DE000A14J7G6,US,2019,H1,5.3,4.3,4.183333333333334,,,,,,1,1,1
ZEPLN,DE000A14J7G6,US,2019,H2,5.033333333333333,4.3,4.116666666666666,,,,,,1,1,0
ZEPLN,DE000A14J7G6,US,2020,H1,4.7,3.8333333333333335,4.416666666666667,,,,,,1,1,1
ZEPLN,DE000A14J7G6,US,2020,H2,4.8,2.9,4.166666666666667,,,,,,1,0,1
ZEPLN,DE000A14J7G6,US,2021,H1,4.8,2.9,3.0833333333333335,,,,,,1,0,0
ZEPLN,DE000A14J7G6,US,2021,H2,5.5,3.0999999999999996,3.233333333333333,,,,,,1,0,0
ZEPLN,DE000A14J7G6,US,2022,H1,6.2,2.9,2.6,,,,,,1,0,0
ZEPLN,DE000A14J7G6,US,2022,H2,2.106666666666667,3.266666666666667,2.9,,,,,,0,0,0
ZEPLN,DE000A14J7G6,US,2023,H1,6.1,2.3,0.03,,,,,,1,0,0
ZEPLN,USU98737AC03,US,2023,H1,6.1,2.3,0.03,,,,,,1,0,0
ZEPLN,USU98737AC03,US,2023,H2,6.016666666666666,2.3833333333333333,0.6416666666666667,,,,,,1,0,0
ZEPLN,USU98737AC03,US,2024,H1,5.599999999999999,2.6,3.7000000000000006,,,,,,1,0,0
