ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,Firm,Year,Half,Time,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,ROA,Total_Assets,Total_Revenue,Total_Liabilities,Net_Income,Size,Leverage,Growth
GNTX,US3719011096,US,GNTX,2019,H1,20191,3.6333333333333337,3.7999999999999994,6.6499999999999995,20.997212091104295,2085.434,1834.064,223.682,437.883,7.642732266049191,0.10725920839499115,7.514289548608853
GNTX,US3719011096,US,GNTX,2019,H2,20192,3.733333333333333,3.7999999999999994,6.75,19.58149264824883,2168.803,1858.897,223.682,424.684,7.681930681436911,0.10313615390609475,7.527738580054138
GNTX,US3719011096,US,GNTX,2020,H1,20201,3.5500000000000003,3.1733333333333333,6.816666666666667,19.58149264824883,2168.803,1858.897,223.682,424.684,7.681930681436911,0.10313615390609475,7.527738580054138
GNTX,US3719011096,US,GNTX,2020,H2,20202,3.2999999999999994,3.4233333333333333,6.166666666666667,15.813163319670547,2197.941,1688.189,223.682,347.564,7.69527629201913,0.10176888278620765,7.43141163571273
GNTX,US3719011096,US,GNTX,2021,H1,20211,3.433333333333333,0.75,4.566666666666667,15.813163319670547,2197.941,1688.189,223.682,347.564,7.69527629201913,0.10176888278620765,7.43141163571273
GNTX,US3719011096,US,GNTX,2021,H2,20212,4.1,3.966666666666667,4.8,16.92777158203258,2131.391,1731.17,223.682,360.797,7.66453009720123,0.10494648799774418,7.4565527594816805
GNTX,US3719011096,US,GNTX,2022,H1,20221,4.1,3.9,4.366666666666666,16.92777158203258,2131.391,1731.17,223.682,360.797,7.66453009720123,0.10494648799774418,7.4565527594816805
GNTX,US3719011096,US,GNTX,2022,H2,20222,4.266666666666667,2.6166666666666667,6.0,13.696841309195912,2327.23,1918.958,261.437103,318.757,7.752433998125748,0.11233831765661322,7.559537609369023
GNTX,US3719011096,US,GNTX,2023,H1,20231,4.3,2.6,6.099999999999999,13.696841309195912,2327.23,1918.958,261.437103,318.757,7.752433998125748,0.11233831765661322,7.559537609369023
GNTX,US3719011096,US,GNTX,2023,H2,20232,0.75,2.35,5.5,16.404869654190527,2611.438,2294.215,298.920483,428.403,7.867656306449592,0.11446585482787644,7.738146016052626
GNTX,US3719011096,US,GNTX,2024,H1,20241,0.04,2.6,0.05,16.404869654190527,2611.438,2294.215,298.920483,428.403,7.867656306449592,0.11446585482787644,7.738146016052626
GOEV,US13803R1023,US,GOEV,2023,H2,20232,4.6,4.05,4.666666666666667,-55.72291768526121,542.005,0.886,292.429,-302.021,6.295275226489347,0.5395319231372404,-0.1210383283770561
GOEV,US13803R1023,US,GOEV,2024,H1,20241,4.6,3.7000000000000006,1.4266666666666667,-55.72291768526121,542.005,0.886,292.429,-302.021,6.295275226489347,0.5395319231372404,-0.1210383283770561
GT,US3825501014,US,GT,2018,H1,20181,4.75,4.066666666666667,4.136666666666667,4.107396870554765,16872.0,15475.0,11802.0,693.0,9.733410722158611,0.69950213371266,9.646981097552796
GT,US3825501014,US,GT,2018,H2,20182,4.5,3.9,6.383333333333334,4.107396870554765,16872.0,15475.0,11802.0,693.0,9.733410722158611,0.69950213371266,9.646981097552796
GT,US3825501014,US,GT,2019,H1,20191,4.466666666666667,3.9333333333333336,6.033333333333334,4.107396870554765,16872.0,15475.0,11802.0,693.0,9.733410722158611,0.69950213371266,9.646981097552796
GT,US3825501014,US,GT,2019,H2,20192,4.3,3.7,6.183333333333334,-1.809717777131219,17185.0,14745.0,12640.0,-311.0,9.751792189283934,0.7355251672970614,9.598659321249377
GT,US3825501014,US,GT,2020,H1,20201,4.3,3.4,5.95,-1.809717777131219,17185.0,14745.0,12640.0,-311.0,9.751792189283934,0.7355251672970614,9.598659321249377
GT,US3825501014,US,GT,2020,H2,20202,4.3,3.5,3.891666666666666,-7.597237368229735,16506.0,12287.0,13247.0,-1254.0,9.71147923015263,0.8025566460680964,9.416297071867572
GT,US3825501014,US,GT,2021,H1,20211,4.2,3.783333333333333,3.39,-7.597237368229735,16506.0,12287.0,13247.0,-1254.0,9.71147923015263,0.8025566460680964,9.416297071867572
GT,US3825501014,US,GT,2021,H2,20212,4.1,3.9333333333333336,2.3633333333333333,3.5697598355293896,21402.0,17522.0,16218.0,764.0,9.971239654586947,0.7577796467619848,9.77121251322631
GT,US3825501014,US,GT,2022,H1,20221,4.016666666666667,3.783333333333333,0.7366666666666667,3.5697598355293896,21402.0,17522.0,16218.0,764.0,9.971239654586947,0.7577796467619848,9.77121251322631
GT,US3825501014,US,GT,2022,H2,20222,3.6,4.2,5.5,0.9005394320360216,22431.0,20805.0,16965.0,202.0,10.018199209668024,0.7563193794302527,9.942948621417042
GT,US3825501014,US,GT,2023,H1,20231,3.6166666666666663,4.216666666666667,5.6499999999999995,0.9005394320360216,22431.0,20805.0,16965.0,202.0,10.018199209668024,0.7563193794302527,9.942948621417042
GT,US3825501014,US,GT,2023,H2,20232,3.5,3.5,5.566666666666666,-3.192475210823835,21582.0,20066.0,16745.0,-689.0,9.97961491292368,0.7758780465202484,9.906782119485557
GT,US216831AB38,US,GT,2024,H1,20241,3.5,3.5,0.07,-3.192475210823835,21582.0,20066.0,16745.0,-689.0,9.97961491292368,0.7758780465202484,9.906782119485557
GT,US3825501014,US,GT,2024,H1,20241,3.5,3.5,3.7566666666666664,-3.192475210823835,21582.0,20066.0,16745.0,-689.0,9.97961491292368,0.7758780465202484,9.906782119485557
HLLY,US43538H1032,US,HLLY,2022,H1,20221,2.8,3.5,3.46,-2.2747465332725367,1193.056,692.847,888.569,-27.139,7.084273361482415,0.7447839833167931,6.540809195593804
HLLY,US43538H1032,US,HLLY,2022,H2,20222,2.7999999999999994,1.8999999999999997,3.7000000000000006,5.903610794131439,1249.642,688.415,833.652,73.774,7.130612389276035,0.6671126610661293,6.534391853757169
HLLY,US43538H1032,US,HLLY,2023,H1,20231,2.533333333333333,2.1666666666666665,4.433333333333334,5.903610794131439,1249.642,688.415,833.652,73.774,7.130612389276035,0.6671126610661293,6.534391853757169
HLLY,US43538H1032,US,HLLY,2023,H2,20232,2.4,2.3,2.9,1.5938930130478175,1203.343,659.704,762.192,19.18,7.0928587958675475,0.6333954657981972,6.491791249572577
HLLY,US43538H1032,US,HLLY,2024,H1,20241,2.6666666666666665,2.5666666666666664,3.633333333333333,1.5938930130478175,1203.343,659.704,762.192,19.18,7.0928587958675475,0.6333954657981972,6.491791249572577
HOG,US4128221086,US,HOG,2018,H1,20181,6.5,0.02,2.8466666666666662,4.982821510221961,10665.664,5716.875,8891.715,531.451,9.274784888695477,0.8336766468548044,8.651177606410629
HOG,US4128221086,US,HOG,2018,H2,20182,6.8999999999999995,1.606666666666667,3.08,4.982821510221961,10665.664,5716.875,8891.715,531.451,9.274784888695477,0.8336766468548044,8.651177606410629
HOG,US4128221086,US,HOG,2019,H1,20191,6.983333333333333,2.4166666666666665,3.28,4.982821510221961,10665.664,5716.875,8891.715,531.451,9.274784888695477,0.8336766468548044,8.651177606410629
HOG,US4128221086,US,HOG,2019,H2,20192,6.633333333333333,2.466666666666667,6.75,4.023827907614237,10528.159,5361.789,8724.16,423.635,9.261808756034641,0.8286500992243754,8.587052967033197
HOG,US4128221086,US,HOG,2020,H1,20201,6.033333333333334,2.533333333333333,6.666666666666667,4.023827907614237,10528.159,5361.789,8724.16,423.635,9.261808756034641,0.8286500992243754,8.587052967033197
HOG,US4128221086,US,HOG,2020,H2,20202,6.3999999999999995,2.6,0.8333333333333334,0.0108071194772018,12010.601,4054.377,10287.816,1.298,9.393544955453962,0.8565612994720248,8.307552317261479
HOG,US4128221086,US,HOG,2021,H1,20211,6.599999999999999,2.5333333333333337,5.083333333333333,0.0108071194772018,12010.601,4054.377,10287.816,1.298,9.393544955453962,0.8565612994720248,8.307552317261479
HOG,US4128221086,US,HOG,2021,H2,20212,6.349999999999999,3.5500000000000003,5.233333333333333,5.88200855031488,11051.055,5336.308,8497.811,650.024,9.310281177501562,0.7689592532115711,8.58228930706909
HOG,US4128221086,US,HOG,2022,H1,20221,7.099999999999999,4.666666666666667,5.133333333333334,5.88200855031488,11051.055,5336.308,8497.811,650.024,9.310281177501562,0.7689592532115711,8.58228930706909
HOG,US4128221086,US,HOG,2022,H2,20222,6.766666666666666,6.3,4.658333333333333,6.451246885353513,11492.476,5755.13,8585.668,741.408,9.349447839359733,0.7470686038413306,8.657846909953852
HOG,US4128221086,US,HOG,2023,H1,20231,7.099999999999999,6.900000000000001,0.05,6.451246885353513,11492.476,5755.13,8585.668,741.408,9.349447839359733,0.7470686038413306,8.657846909953852
HOG,US4128221086,US,HOG,2023,H2,20232,7.099999999999999,6.233333333333333,4.008333333333334,5.820047421229706,12140.554,5836.478,8888.259,706.586,9.404306697839164,0.732113130916431,8.671882811703279
HOG,US4128221086,US,HOG,2024,H1,20241,7.099999999999999,6.099999999999999,4.9,5.820047421229706,12140.554,5836.478,8888.259,706.586,9.404306697839164,0.732113130916431,8.671882811703279
LCID,US5494981039,US,LCID,2022,H1,20221,7.5,0.5640000000000001,3.9300000000000006,-32.730968509003056,7881.713,27.111,3972.358,-2579.761,8.97230054501386,0.5039967834403511,3.2999395495879287
LCID,US5494981039,US,LCID,2022,H2,20222,7.9,0.01,4.833333333333333,-16.555661854610815,7879.238,608.181,3529.537,-1304.46,8.971986477668516,0.4479541041912936,6.410472535031519
LCID,US5494981039,US,LCID,2023,H1,20231,8.1,1.403333333333333,5.183333333333334,-16.555661854610815,7879.238,608.181,3529.537,-1304.46,8.971986477668516,0.4479541041912936,6.410472535031519
LCID,US5494981039,US,LCID,2023,H2,20232,8.6,1.4333333333333331,5.7,-33.2258157735285,8512.718,595.271,3661.026,-2828.42,9.049316559527798,0.43006546205336527,6.389016764039087
LCID,US5494981039,US,LCID,2024,H1,20241,8.7,1.3,5.7,-33.2258157735285,8512.718,595.271,3661.026,-2828.42,9.049316559527798,0.43006546205336527,6.389016764039087
LCII,US50189K1034,US,LCII,2018,H1,20181,3.2000000000000006,4.6,6.2,11.94242591605548,1243.893,2475.807,537.638,148.551,7.12600125673807,0.4322220641164473,7.814321682462644
LCII,US50189K1034,US,LCII,2018,H2,20182,1.0533333333333337,4.433333333333334,5.193333333333333,11.94242591605548,1243.893,2475.807,537.638,148.551,7.12600125673807,0.4322220641164473,7.814321682462644
LCII,US50189K1034,US,LCII,2019,H1,20191,0.03,4.4,2.8633333333333333,11.94242591605548,1243.893,2475.807,537.638,148.551,7.12600125673807,0.4322220641164473,7.814321682462644
LCII,US50189K1034,US,LCII,2019,H2,20192,0.9866666666666668,4.566666666666667,5.466666666666666,7.865853822221148,1862.595,2371.482,1061.923,146.509,7.529725955664326,0.5701309194967237,7.771270355156004
LCII,US50189K1034,US,LCII,2020,H1,20201,2.9,4.866666666666667,6.233333333333333,7.865853822221148,1862.595,2371.482,1061.923,146.509,7.529725955664326,0.5701309194967237,7.771270355156004
LCII,US50189K1034,US,LCII,2020,H2,20202,2.9,4.8,5.949999999999999,6.894598027615816,2298.031,2796.166,1389.705,158.44,7.739807948309009,0.604737272908851,7.936004472120668
LCII,US50189K1034,US,LCII,2021,H1,20211,2.9,5.1000000000000005,5.266666666666667,6.894598027615816,2298.031,2796.166,1389.705,158.44,7.739807948309009,0.604737272908851,7.936004472120668
LCII,US50189K1034,US,LCII,2021,H2,20212,2.9,5.7,3.683333333333333,8.750935952560965,3288.094,4472.697,2195.219,287.739,8.098063344575204,0.6676265946168206,8.405746861366442
LCII,US50189K1034,US,LCII,2022,H1,20221,2.9,5.7,2.5416666666666665,8.750935952560965,3288.094,4472.697,2195.219,287.739,8.098063344575204,0.6676265946168206,8.405746861366442
LCII,US50189K1034,US,LCII,2022,H2,20222,2.316666666666667,6.300000000000001,2.0066666666666664,12.164604399503284,3246.912,5207.143,1865.904,394.974,8.085459669795329,0.5746703329194016,8.557786615816333
LCII,US50189K1034,US,LCII,2023,H1,20231,2.2,6.400000000000001,5.093333333333333,12.164604399503284,3246.912,5207.143,1865.904,394.974,8.085459669795329,0.5746703329194016,8.557786615816333
LCII,US50189K1034,US,LCII,2023,H2,20232,2.5333333333333337,6.400000000000001,3.0799999999999996,2.1692490738578702,2959.319,3784.808,1604.283,64.195,7.992714453280936,0.5421122224403655,8.238750438032735
LCII,US50189K1034,US,LCII,2024,H1,20241,2.6,6.400000000000001,0.06,2.1692490738578702,2959.319,3784.808,1604.283,64.195,7.992714453280936,0.5421122224403655,8.238750438032735
LEA,US5218652049,US,LEA,2018,H1,20181,4.033333333333334,1.8166666666666669,6.233333333333333,9.911470859517095,11600.7,21148.5,7082.0,1149.8,9.358820720101367,0.6104804020447041,9.959324259973526
LEA,US5218652049,US,LEA,2018,H2,20182,3.2000000000000006,2.983333333333333,6.666666666666667,9.911470859517095,11600.7,21148.5,7082.0,1149.8,9.358820720101367,0.6104804020447041,9.959324259973526
LEA,US5218652049,US,LEA,2019,H1,20191,3.1666666666666665,3.1999999999999997,6.75,9.911470859517095,11600.7,21148.5,7082.0,1149.8,9.358820720101367,0.6104804020447041,9.959324259973526
LEA,US5218652049,US,LEA,2019,H2,20192,3.1,2.7999999999999994,7.099999999999999,5.9428895881142205,12680.7,19810.3,8061.2,753.6,9.447836431514792,0.6357062307285875,9.893957283444664
LEA,US5218652049,US,LEA,2020,H1,20201,3.0,2.9499999999999997,6.783333333333334,5.9428895881142205,12680.7,19810.3,8061.2,753.6,9.447836431514792,0.6357062307285875,9.893957283444664
LEA,US5218652049,US,LEA,2020,H2,20202,3.3000000000000003,3.233333333333333,6.766666666666667,1.2008849423423695,13198.6,17045.5,8583.7,158.5,9.487866042343578,0.6503492794690346,9.743641518257343
LEA,US5218652049,US,LEA,2021,H1,20211,3.5,3.3166666666666664,5.716666666666666,1.2008849423423695,13198.6,17045.5,8583.7,158.5,9.487866042343578,0.6503492794690346,9.743641518257343
LEA,US5218652049,US,LEA,2021,H2,20212,3.3333333333333335,4.1499999999999995,5.483333333333333,2.800245648722327,13352.4,19263.1,8544.0,373.9,9.499451422951655,0.6398849645007639,9.865946627748066
LEA,US5218652049,US,LEA,2022,H1,20221,3.5,4.6,5.483333333333333,2.800245648722327,13352.4,19263.1,8544.0,373.9,9.499451422951655,0.6398849645007639,9.865946627748066
LEA,US5218652049,US,LEA,2022,H2,20222,3.9,5.599999999999999,1.0666666666666669,2.3810215795974714,13763.0,20891.5,8932.7,327.7,9.529739110979532,0.6490372738501781,9.947097656664019
LEA,US5218652049,US,LEA,2023,H1,20231,3.85,4.675,1.9733333333333336,2.3810215795974714,13763.0,20891.5,8932.7,327.7,9.529739110979532,0.6490372738501781,9.947097656664019
LEA,US5218652049,US,LEA,2023,H2,20232,3.6,0.05,5.400000000000001,3.895750399782246,14695.5,23466.9,9634.9,572.5,9.595296603452807,0.6556360790718246,10.063346196610409
LEA,US5218652049,US,LEA,2024,H1,20241,3.6,1.7999999999999998,5.400000000000001,3.895750399782246,14695.5,23466.9,9634.9,572.5,9.595296603452807,0.6556360790718246,10.063346196610409
MOD,US6078281002,US,MOD,2018,H1,20181,4.5,0.05,7.35,1.4109571628320832,1573.4,2103.1,1074.9,22.2,7.360994161895142,0.6831702046523452,7.651167725689633
MOD,US6078281002,US,MOD,2018,H2,20182,4.2,2.475,7.166666666666667,1.4109571628320832,1573.4,2103.1,1074.9,22.2,7.360994161895142,0.6831702046523452,7.651167725689633
MOD,US6078281002,US,MOD,2019,H1,20191,3.9,4.9,7.05,1.4109571628320832,1573.4,2103.1,1074.9,22.2,7.360994161895142,0.6831702046523452,7.651167725689633
MOD,US6078281002,US,MOD,2019,H2,20192,3.766666666666667,5.066666666666667,7.383333333333333,5.513654096228868,1538.0,2212.7,996.9,84.8,7.338238150065589,0.6481794538361508,7.701968768276886
MOD,US6078281002,US,MOD,2020,H1,20201,3.5,5.400000000000001,7.233333333333333,5.513654096228868,1538.0,2212.7,996.9,84.8,7.338238150065589,0.6481794538361508,7.701968768276886
MOD,US6078281002,US,MOD,2021,H2,20212,3.1,5.1,6.0200000000000005,-16.50348554868019,1276.7,1808.4,920.6,-210.7,7.152033902826306,0.7210777786480771,7.50019775542045
MOD,US6078281002,US,MOD,2022,H1,20221,3.1,5.1,5.916666666666667,-16.50348554868019,1276.7,1808.4,920.6,-210.7,7.152033902826306,0.7210777786480771,7.50019775542045
MOD,US6078281002,US,MOD,2022,H2,20222,1.5599999999999998,5.05,6.900000000000001,5.970567624386826,1427.0,2050.1,968.9,85.2,7.2633296174768365,0.6789768745620182,7.62564385143053
MOD,US6078281002,US,MOD,2023,H1,20231,0.02,5.5,6.900000000000001,5.970567624386826,1427.0,2050.1,968.9,85.2,7.2633296174768365,0.6789768745620182,7.62564385143053
MOD,US6078281002,US,MOD,2023,H2,20232,0.02,5.25,6.883333333333333,9.777124976052107,1565.9,2297.9,966.3,153.1,7.3562160175513975,0.6170892138706174,7.7397509413608905
MOD,US6078281002,US,MOD,2024,H1,20241,0.02,5.2,7.099999999999999,9.777124976052107,1565.9,2297.9,966.3,153.1,7.3562160175513975,0.6170892138706174,7.7397509413608905
MPAA,US6200711009,US,MPAA,2018,H1,20181,4.7,4.1,4.726666666666667,3.299514456103879,494.497,428.072,219.521,16.316,6.203541084310289,0.443927870138747,6.059291405732742
MPAA,US6200711009,US,MPAA,2018,H2,20182,4.7,4.1,5.433333333333334,3.299514456103879,494.497,428.072,219.521,16.316,6.203541084310289,0.443927870138747,6.059291405732742
MPAA,US6200711009,US,MPAA,2019,H1,20191,5.1,4.5,4.55,3.299514456103879,494.497,428.072,219.521,16.316,6.203541084310289,0.443927870138747,6.059291405732742
MPAA,US6200711009,US,MPAA,2019,H2,20192,5.066666666666666,4.45,5.016666666666667,-1.2412194281123787,632.362,465.811,352.607,-7.849,6.449462014978378,0.5576030817791076,6.143779972456934
MPAA,US6200711009,US,MPAA,2020,H1,20201,4.9,2.816666666666667,3.483333333333333,-1.2412194281123787,632.362,465.811,352.607,-7.849,6.449462014978378,0.5576030817791076,6.143779972456934
PATK,US7033431039,US,PATK,2020,H2,20202,0.05,5.2,5.4,5.535477505581901,1753.435,2486.597,1193.994,97.061,7.469332000173467,0.6809456866094266,7.818670388051448
PATK,US7033431039,US,PATK,2021,H1,20211,1.75,4.266666666666667,5.283333333333333,5.535477505581901,1753.435,2486.597,1193.994,97.061,7.469332000173467,0.6809456866094266,7.818670388051448
PHIN,US71880K1016,US,PHIN,2023,H2,20232,2.6,1.7,3.987999999999999,2.5241276911655532,4041.0,3500.0,2154.0,102.0,8.304247465078474,0.5330363771343727,8.160518247477505
PHIN,US71880K1016,US,PHIN,2024,H1,20241,2.6,1.7,0.07,2.5241276911655532,4041.0,3500.0,2154.0,102.0,8.304247465078474,0.5330363771343727,8.160518247477505
RIVN,US76954A1034,US,RIVN,2022,H1,20221,7.5,0.04,4.64,-21.028079303848568,22294.0,55.0,2780.0,-4688.0,10.01207286294957,0.12469722795370952,4.007333185232471
RIVN,US76954A1034,US,RIVN,2022,H2,20222,7.9,2.4,4.9,-37.77131349295144,17876.0,1658.0,4077.0,-6752.0,9.791214310053341,0.22807115685835758,7.4133673356952405
RIVN,US76954A1034,US,RIVN,2023,H1,20231,8.1,2.4,4.9,-37.77131349295144,17876.0,1658.0,4077.0,-6752.0,9.791214310053341,0.22807115685835758,7.4133673356952405
RIVN,US76954A1034,US,RIVN,2023,H2,20232,8.7,2.3,5.25,-32.375730122779835,16778.0,4434.0,7637.0,-5432.0,9.72782378340624,0.45517940159732984,8.397057390176256
RIVN,US76954A1034,US,RIVN,2024,H1,20241,8.7,2.3,5.3,-32.375730122779835,16778.0,4434.0,7637.0,-5432.0,9.72782378340624,0.45517940159732984,8.397057390176256
SLDP,US83422N1054,US,SLDP,2022,H2,20222,4.8,2.4,5.62,-1.6073789713447475,594.446,11.789,39.074,-9.555,6.387629879372839,0.0657317906083984,2.46716689330999
SLDP,US83422N1054,US,SLDP,2023,H1,20231,4.8,2.4,5.7,-1.6073789713447475,594.446,11.789,39.074,-9.555,6.387629879372839,0.0657317906083984,2.46716689330999
SLDP,US83422N1054,US,SLDP,2023,H2,20232,4.666666666666667,2.3333333333333335,6.1000000000000005,-12.302924968843376,532.792,17.41,29.457,-65.549,6.2781311040984376,0.05528799231219688,2.8570447537800976
SLDP,US83422N1054,US,SLDP,2024,H1,20241,4.6,2.3,6.2,-12.302924968843376,532.792,17.41,29.457,-65.549,6.2781311040984376,0.05528799231219688,2.8570447537800976
SMP,US8536661056,US,SMP,2018,H1,20181,2.7000000000000006,4.7,6.25,5.100387602415755,843.132,1092.051,375.931,43.003,6.737123529373812,0.44587443010109923,6.995812858510988
SMP,US8536661056,US,SMP,2018,H2,20182,2.7000000000000006,4.616666666666666,4.04,5.100387602415755,843.132,1092.051,375.931,43.003,6.737123529373812,0.44587443010109923,6.995812858510988
SMP,US8536661056,US,SMP,2019,H1,20191,2.7000000000000006,4.6,4.716666666666667,5.100387602415755,843.132,1092.051,375.931,43.003,6.737123529373812,0.44587443010109923,6.995812858510988
SMP,US8536661056,US,SMP,2019,H2,20192,2.6333333333333333,4.6,5.983333333333333,6.345469087243763,912.73,1137.913,408.502,57.917,6.816440108490694,0.44756061485872056,7.036951161851706
SMP,US8536661056,US,SMP,2020,H1,20201,2.5,4.6,5.716666666666668,6.345469087243763,912.73,1137.913,408.502,57.917,6.816440108490694,0.44756061485872056,7.036951161851706
SMP,US8536661056,US,SMP,2020,H2,20202,2.433333333333333,4.633333333333333,5.3999999999999995,6.00006272607523,956.54,1128.588,406.304,57.393,6.863322607138165,0.4247642545005959,7.028722572836301
SMP,US8536661056,US,SMP,2021,H1,20211,2.3,4.7,4.8,6.00006272607523,956.54,1128.588,406.304,57.393,6.863322607138165,0.4247642545005959,7.028722572836301
SMP,US8536661056,US,SMP,2021,H2,20212,2.25,4.95,4.7,7.5867244426154095,1197.961,1298.816,585.334,90.886,7.088376223888398,0.48860856071274433,7.169208359216563
SMP,US8536661056,US,SMP,2022,H1,20221,2.2,4.366666666666667,4.933333333333333,7.5867244426154095,1197.961,1298.816,585.334,90.886,7.088376223888398,0.48860856071274433,7.169208359216563
SMP,US8536661056,US,SMP,2022,H2,20222,2.2,3.266666666666666,5.1000000000000005,4.410687775961827,1254.929,1371.815,633.891,55.351,7.134834276260353,0.5051210068458055,7.223889959544002
SMP,US8536661056,US,SMP,2023,H1,20231,2.2,3.75,3.5,4.410687775961827,1254.929,1371.815,633.891,55.351,7.134834276260353,0.5051210068458055,7.223889959544002
SMP,US8536661056,US,SMP,2023,H2,20232,2.2,4.2,5.7,2.6408939504905855,1293.047,1358.272,642.174,34.148,7.164756727685861,0.4966362398273226,7.213968582613176
SMP,US8536661056,US,SMP,2024,H1,20241,2.2,4.2,6.599999999999999,2.6408939504905855,1293.047,1358.272,642.174,34.148,7.164756727685861,0.4966362398273226,7.213968582613176
SPRU,US9837FR1002,US,SPRU,2022,H2,20222,5.6,3.3,5.2,-11.36419729188242,826.552,23.194,537.576,-93.931,6.717262831192421,0.6503837629090486,3.1438936245345115
SPRU,US9837FR1002,US,SPRU,2023,H1,20231,5.6,3.3,4.725,-11.36419729188242,826.552,23.194,537.576,-93.931,6.717262831192421,0.6503837629090486,3.1438936245345115
SRI,US86183P1021,US,SRI,2018,H1,20181,4.4,3.6,7.35,9.623980597620456,559.519,866.199,276.253,53.848,6.327077486067258,0.4937330099603409,6.7641146743120695
SRI,US86183P1021,US,SRI,2018,H2,20182,4.4,3.4333333333333336,7.400000000000001,9.623980597620456,559.519,866.199,276.253,53.848,6.327077486067258,0.4937330099603409,6.7641146743120695
SRI,US86183P1021,US,SRI,2019,H1,20191,4.4,3.4,7.016666666666667,9.623980597620456,559.519,866.199,276.253,53.848,6.327077486067258,0.4937330099603409,6.7641146743120695
SRI,US86183P1021,US,SRI,2019,H2,20192,4.1000000000000005,3.85,5.8999999999999995,10.011640476977265,602.209,830.129,312.305,60.291,6.400604561136885,0.5185990245911304,6.721581110400692
SRI,US86183P1021,US,SRI,2020,H1,20201,3.7999999999999994,4.3,5.900000000000001,10.011640476977265,602.209,830.129,312.305,60.291,6.400604561136885,0.5185990245911304,6.721581110400692
SRI,US86183P1021,US,SRI,2020,H2,20202,3.7999999999999994,2.813333333333333,5.6000000000000005,-1.2793526958133787,621.408,648.006,324.774,-7.95,6.431987871031209,0.5226421288428859,6.473899955568667
SRI,US86183P1021,US,SRI,2021,H1,20211,3.7999999999999994,4.1,4.733333333333333,-1.2793526958133787,621.408,648.006,324.774,-7.95,6.431987871031209,0.5226421288428859,6.473899955568667
SRI,US86183P1021,US,SRI,2021,H2,20212,3.7999999999999994,4.1499999999999995,2.375,0.5118733271315407,665.399,769.491,369.449,3.406,6.500386860727822,0.5552292684539653,6.645729257304104
SRI,US86183P1021,US,SRI,2022,H1,20221,4.4,4.2,3.925,0.5118733271315407,665.399,769.491,369.449,3.406,6.500386860727822,0.5552292684539653,6.645729257304104
SRI,US86183P1021,US,SRI,2022,H2,20222,4.4,3.2000000000000006,5.3,-2.155481095835793,652.105,899.923,371.163,-14.056,6.480205591905415,0.569176743009178,6.80230920410867
SRI,US86183P1021,US,SRI,2023,H1,20231,4.666666666666667,3.0,5.8999999999999995,-2.155481095835793,652.105,899.923,371.163,-14.056,6.480205591905415,0.569176743009178,6.80230920410867
SRI,US86183P1021,US,SRI,2023,H2,20232,4.8,3.033333333333333,5.466666666666666,-0.7623179879394029,679.9,975.818,392.183,-5.183,6.521945728532414,0.5768245330195617,6.883276093614556
SRI,US86183P1021,US,SRI,2024,H1,20241,4.666666666666667,3.6666666666666665,4.966666666666666,-0.7623179879394029,679.9,975.818,392.183,-5.183,6.521945728532414,0.5768245330195617,6.883276093614556
TEN,US8803491054,US,TEN,2018,H1,20181,5.7,4.9,5.016666666666667,-3.0952013972914063,3205.058,529.879,1698.281,-99.203,8.072485465914896,0.5298752783880978,6.272648678594532
TEN,US8803491054,US,TEN,2018,H2,20182,0.875,5.599999999999999,4.8500000000000005,-3.0952013972914063,3205.058,529.879,1698.281,-99.203,8.072485465914896,0.5298752783880978,6.272648678594532
TEN,US8803491054,US,TEN,2019,H1,20191,0.9083333333333332,5.349999999999999,5.216666666666666,-3.0952013972914063,3205.058,529.879,1698.281,-99.203,8.072485465914896,0.5298752783880978,6.272648678594532
TEN,US8803491054,US,TEN,2019,H2,20192,3.3166666666666664,4.566666666666666,7.033333333333332,0.4795658226760508,3154.103,597.452,1681.784,15.126,8.05645942393332,0.5332051616576884,6.392673945850625
TEN,US8803491054,US,TEN,2020,H1,20201,4.7,4.0,3.703333333333333,0.4795658226760508,3154.103,597.452,1681.784,15.126,8.05645942393332,0.5332051616576884,6.392673945850625
TEN,US8803491054,US,TEN,2020,H2,20202,5.2,3.766666666666667,4.333333333333333,0.7712043440891309,3112.275,644.135,1730.457,24.002,8.043109249003349,0.5560103139986023,6.467908331464808
TEN,US8803491054,US,TEN,2021,H1,20211,5.2,3.9,3.6166666666666663,0.7712043440891309,3112.275,644.135,1730.457,24.002,8.043109249003349,0.5560103139986023,6.467908331464808
TEN,US8803491054,US,TEN,2021,H2,20212,4.366666666666667,3.4,4.566666666666667,-5.230076958312348,2894.814,546.12,1603.023,-151.401,7.970676139238396,0.5537568216818075,6.302838731816551
TEN,US8803491054,US,TEN,2022,H1,20221,4.2,3.283333333333333,4.191666666666666,-5.230076958312348,2894.814,546.12,1603.023,-151.401,7.970676139238396,0.5537568216818075,6.302838731816551
TEN,US8803491054,US,TEN,2022,H2,20222,4.1,2.4,6.166666666666667,6.172868984381495,3308.575,860.4,1785.656,204.234,8.104272862078359,0.5397054623213922,6.757397397393575
