ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,Firm,Year,Half,Time,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,ROA,Total_Assets,Total_Revenue,Total_Liabilities,Net_Income,Size,Leverage,Growth
AXL,US0240611030,US,AXL,2023,H1,20231,3.6,3.7999999999999994,5.833333333333333,1.1756316963469486,5469.4,5802.4,4842.1,64.3,8.606924200185832,0.8853073463268367,8.666026904049202
AXL,US02406PBB58,US,AXL,2023,H1,20231,3.6,3.7999999999999994,5.833333333333333,1.1756316963469486,5469.4,5802.4,4842.1,64.3,8.606924200185832,0.8853073463268367,8.666026904049202
AXL,US0240611030,US,AXL,2023,H2,20232,3.7999999999999994,5.599999999999999,5.333333333333333,-0.6272986949946792,5356.3,6079.5,4751.4,-33.6,8.586028717191668,0.88706756529694,8.712677734736474
AXL,US02406PBB58,US,AXL,2023,H2,20232,3.7999999999999994,5.599999999999999,5.333333333333333,-0.6272986949946792,5356.3,6079.5,4751.4,-33.6,8.586028717191668,0.88706756529694,8.712677734736474
AXL,US0240611030,US,AXL,2024,H1,20241,3.7999999999999994,5.599999999999999,5.466666666666666,-0.6272986949946792,5356.3,6079.5,4751.4,-33.6,8.586028717191668,0.88706756529694,8.712677734736474
AXL,US02406PBB58,US,AXL,2024,H1,20241,3.7999999999999994,5.599999999999999,5.466666666666666,-0.6272986949946792,5356.3,6079.5,4751.4,-33.6,8.586028717191668,0.88706756529694,8.712677734736474
BWA,US0997241064,US,BWA,2018,H1,20181,0.8583333333333334,4.183333333333334,5.743333333333333,9.21914158073559,10095.3,10529.6,5750.5,930.7,9.219825247987398,0.5696215070379286,9.261945617701855
BWA,US0997241064,US,BWA,2018,H2,20182,4.9,4.1,5.745,9.21914158073559,10095.3,10529.6,5750.5,930.7,9.219825247987398,0.5696215070379286,9.261945617701855
BWA,US0997241064,US,BWA,2019,H1,20191,4.9,4.1,6.8999999999999995,9.21914158073559,10095.3,10529.6,5750.5,930.7,9.219825247987398,0.5696215070379286,9.261945617701855
BWA,US0997241064,US,BWA,2019,H2,20192,5.033333333333333,1.393333333333333,4.573333333333333,7.689136260564832,9702.0,10168.0,4858.0,746.0,9.180087328805161,0.5007215007215007,9.22700081286929
BWA,US0997241064,US,BWA,2020,H1,20201,5.1,0.04,5.41,7.689136260564832,9702.0,10168.0,4858.0,746.0,9.180087328805161,0.5007215007215007,9.22700081286929
BWA,US0997241064,US,BWA,2020,H2,20202,1.7333333333333332,2.746666666666666,5.983333333333333,3.119346185039616,16029.0,10165.0,9305.0,500.0,9.68215486062588,0.5805103250358725,9.226705726062447
BWA,US0997241064,US,BWA,2021,H1,20211,0.05,2.07,3.3166666666666664,3.119346185039616,16029.0,10165.0,9305.0,500.0,9.68215486062588,0.5805103250358725,9.226705726062447
BWA,US0997241064,US,BWA,2021,H2,20212,1.1083333333333334,0.6833333333333332,2.875,3.239819004524887,16575.0,14838.0,9313.0,537.0,9.715650815054063,0.5618702865761689,9.604946736749472
BWA,US0997241064,US,BWA,2022,H1,20221,6.366666666666667,3.7,5.733333333333333,3.239819004524887,16575.0,14838.0,9313.0,537.0,9.715650815054063,0.5618702865761689,9.604946736749472
BWA,US0997241064,US,BWA,2022,H2,20222,6.2,2.7000000000000006,5.076666666666667,5.554901730022361,16994.0,15801.0,9486.0,944.0,9.740615619563487,0.5581970107096622,9.6678285081515
BWA,US0997241064,US,BWA,2023,H1,20231,6.2,2.6999999999999997,5.495,5.554901730022361,16994.0,15801.0,9486.0,944.0,9.740615619563487,0.5581970107096622,9.6678285081515
BWA,US0997241064,US,BWA,2023,H2,20232,6.2,2.7999999999999994,3.5016666666666665,4.324361724209506,14453.0,14198.0,8387.0,625.0,9.578657284448841,0.5802947484951221,9.560856388599332
BWA,US0997241064,US,BWA,2024,H1,20241,6.2,2.7999999999999994,6.766666666666666,4.324361724209506,14453.0,14198.0,8387.0,625.0,9.578657284448841,0.5802947484951221,9.560856388599332
CPS,US21676P1030,US,CPS,2018,H1,20181,4.7,4.4,7.25,4.108340389226043,2623.103,3629.293,1763.601,107.766,7.87211324710963,0.6723338732790897,8.196793142449346
CPS,US21676P1030,US,CPS,2018,H2,20182,4.55,2.8800000000000003,7.816666666666666,4.108340389226043,2623.103,3629.293,1763.601,107.766,7.87211324710963,0.6723338732790897,8.196793142449346
CPS,US21676P1030,US,CPS,2019,H1,20191,4.4,0.04,7.166666666666667,4.108340389226043,2623.103,3629.293,1763.601,107.766,7.87211324710963,0.6723338732790897,8.196793142449346
CPS,US21676P1030,US,CPS,2019,H2,20192,4.0,2.17,6.333333333333333,2.5622044770377093,2635.582,3108.4,1759.6,67.529,7.876859309451918,0.6676324242615104,8.041863403335087
CPS,US21676P1030,US,CPS,2020,H1,20201,3.6,4.3,6.716666666666666,2.5622044770377093,2635.582,3108.4,1759.6,67.529,7.876859309451918,0.6676324242615104,8.041863403335087
CPS,US21676P1030,US,CPS,2020,H2,20202,3.4,4.55,4.976666666666667,-10.245434052184889,2611.944,2375.439,1987.833,-267.605,7.867850050656538,0.7610549843335079,7.772937541492808
CPS,US21676P1030,US,CPS,2021,H1,20211,3.2999999999999994,4.3999999999999995,3.0833333333333335,-10.245434052184889,2611.944,2375.439,1987.833,-267.605,7.867850050656538,0.7610549843335079,7.772937541492808
CPS,US21676P1030,US,CPS,2021,H2,20212,3.4166666666666665,5.033333333333334,3.7,-14.499708734768085,2226.493,2330.191,1895.133,-322.835,7.708182980808915,0.8511740212073428,7.753705517448968
CPS,US21676P1030,US,CPS,2022,H1,20221,3.4,5.45,5.7,-14.499708734768085,2226.493,2330.191,1895.133,-322.835,7.708182980808915,0.8511740212073428,7.753705517448968
CPS,US21676P1030,US,CPS,2022,H2,20222,3.1,5.1,6.599999999999999,-10.969229382402805,1963.529,2525.391,1862.337,-215.384,7.582498643453177,0.9484642192705073,7.834151181206355
CPS,US21676P1030,US,CPS,2023,H1,20231,3.1,5.1,6.599999999999999,-10.969229382402805,1963.529,2525.391,1862.337,-215.384,7.582498643453177,0.9484642192705073,7.834151181206355
CPS,US21676P1030,US,CPS,2023,H2,20232,2.7000000000000006,5.1,6.733333333333333,-10.788073913408065,1872.299,2815.879,1962.032,-201.985,7.534922366505524,1.0479266399223628,7.94302974760475
CPS,US21676P1030,US,CPS,2024,H1,20241,2.7000000000000006,5.1,6.8,-10.788073913408065,1872.299,2815.879,1962.032,-201.985,7.534922366505524,1.0479266399223628,7.94302974760475
CTB,US2168311072,US,CTB,2018,H1,20181,3.2999999999999994,4.266666666666667,7.3,2.9073667387314197,2634.205,2808.062,1401.762,76.586,7.876336707672627,0.5321385389519798,7.940249844674027
CTB,US2168311072,US,CTB,2018,H2,20182,3.2999999999999994,4.6,6.75,2.9073667387314197,2634.205,2808.062,1401.762,76.586,7.876336707672627,0.5321385389519798,7.940249844674027
CTB,US2168311072,US,CTB,2019,H1,20191,3.4,4.9,6.833333333333333,2.9073667387314197,2634.205,2808.062,1401.762,76.586,7.876336707672627,0.5321385389519798,7.940249844674027
CTB,US2168311072,US,CTB,2019,H2,20192,3.4,4.766666666666667,4.84,3.440127493542891,2802.338,2752.639,1474.605,96.404,7.938209347744735,0.5262052614638205,7.920315366867643
CTB,US2168311072,US,CTB,2020,H1,20201,3.4,4.5,6.966666666666668,3.440127493542891,2802.338,2752.639,1474.605,96.404,7.938209347744735,0.5262052614638205,7.920315366867643
CTB,US2168311072,US,CTB,2020,H2,20202,3.35,4.483333333333333,6.966666666666666,4.805165479697116,2971.573,2521.074,1560.982,142.789,7.996846721222105,0.5253049479181565,7.832440280188295
CTB,US2168311072,US,CTB,2021,H1,20211,3.1,4.416666666666667,5.683333333333334,4.805165479697116,2971.573,2521.074,1560.982,142.789,7.996846721222105,0.5253049479181565,7.832440280188295
DAN,US2358252052,US,DAN,2018,H1,20181,0.04,3.733333333333333,7.1000000000000005,7.215275430888814,5918.0,8143.0,4376.0,427.0,8.685753832960154,0.739438999662048,9.004913941467132
DAN,US2358252052,US,DAN,2018,H2,20182,4.4,3.6,7.416666666666667,7.215275430888814,5918.0,8143.0,4376.0,427.0,8.685753832960154,0.739438999662048,9.004913941467132
DAN,US2358252052,US,DAN,2019,H1,20191,4.233333333333333,3.6166666666666663,7.116666666666667,7.215275430888814,5918.0,8143.0,4376.0,427.0,8.685753832960154,0.739438999662048,9.004913941467132
DAN,US2358252052,US,DAN,2019,H2,20192,3.5666666666666664,3.6833333333333336,6.783333333333334,3.1301939058171744,7220.0,8620.0,5085.0,226.0,8.884610231886873,0.7042936288088643,9.061840363657739
DAN,US2358252052,US,DAN,2020,H1,20201,3.466666666666667,3.7000000000000006,3.568333333333334,3.1301939058171744,7220.0,8620.0,5085.0,226.0,8.884610231886873,0.7042936288088643,9.061840363657739
DAN,US2358252052,US,DAN,2020,H2,20202,3.6,4.116666666666666,0.9083333333333332,-0.4202819956616052,7376.0,7106.0,5362.0,-31.0,8.90598676523643,0.7269522776572668,8.868694776580972
DAN,US2358252052,US,DAN,2021,H1,20211,3.6,4.3,3.466666666666667,-0.4202819956616052,7376.0,7106.0,5362.0,-31.0,8.90598676523643,0.7269522776572668,8.868694776580972
DAN,US2358252052,US,DAN,2021,H2,20212,4.533333333333334,3.9166666666666665,4.808333333333334,2.581236897274633,7632.0,8945.0,5459.0,197.0,8.940105213128122,0.7152777777777778,9.09884999594282
DAN,US2358252052,US,DAN,2022,H1,20221,4.683333333333334,3.9,5.533333333333334,2.581236897274633,7632.0,8945.0,5459.0,197.0,8.940105213128122,0.7152777777777778,9.09884999594282
DAN,US2358252052,US,DAN,2022,H2,20222,4.6,4.5,2.04,-3.248758222580212,7449.0,10156.0,5651.0,-242.0,8.915835074176277,0.7586253188347429,9.225819942824568
DAN,US2358252052,US,DAN,2023,H1,20231,4.6,4.5,5.8,-3.248758222580212,7449.0,10156.0,5651.0,-242.0,8.915835074176277,0.7586253188347429,9.225819942824568
DAN,US2358252052,US,DAN,2023,H2,20232,4.1,4.1,5.800000000000001,0.4770872567482737,7965.0,10555.0,6137.0,38.0,8.98281222234415,0.770495919648462,9.264354960282422
DAN,US2358252052,US,DAN,2024,H1,20241,4.1,4.1,5.766666666666667,0.4770872567482737,7965.0,10555.0,6137.0,38.0,8.98281222234415,0.770495919648462,9.264354960282422
DORM,US2582781009,US,DORM,2018,H1,20181,4.1,4.4,2.263333333333333,15.052779708796168,887.557,973.705,159.934,133.602,6.788472744639324,0.18019575080811712,6.88110838302339
DORM,US2582781009,US,DORM,2018,H2,20182,4.0,4.3,6.011666666666667,15.052779708796168,887.557,973.705,159.934,133.602,6.788472744639324,0.18019575080811712,6.88110838302339
DORM,US2582781009,US,DORM,2019,H1,20191,3.7999999999999994,4.1,7.1000000000000005,15.052779708796168,887.557,973.705,159.934,133.602,6.788472744639324,0.18019575080811712,6.88110838302339
DORM,US2582781009,US,DORM,2019,H2,20192,3.633333333333333,4.166666666666667,6.599999999999999,8.045745154994083,1041.072,991.329,267.488,83.762,6.948006230488361,0.25693515914365195,6.899046467125221
DORM,US2582781009,US,DORM,2020,H1,20201,3.2999999999999994,4.3,6.333333333333333,8.045745154994083,1041.072,991.329,267.488,83.762,6.948006230488361,0.25693515914365195,6.899046467125221
DORM,US2582781009,US,DORM,2020,H2,20202,3.2999999999999994,4.483333333333333,4.7749999999999995,8.755092527737022,1220.661,1092.748,367.102,106.87,7.107147794283589,0.3007403365881272,6.996450903496954
DORM,US2582781009,US,DORM,2021,H1,20211,3.2999999999999994,4.6,1.7,8.755092527737022,1220.661,1092.748,367.102,106.87,7.107147794283589,0.3007403365881272,6.996450903496954
DORM,US2582781009,US,DORM,2021,H2,20212,3.0499999999999994,4.45,5.266666666666667,7.861485046789858,1673.119,1345.249,740.383,131.532,7.422444828164339,0.4425166410757394,7.204334405012999
DORM,US2582781009,US,DORM,2022,H1,20221,2.7999999999999994,4.4,5.3,7.861485046789858,1673.119,1345.249,740.383,131.532,7.422444828164339,0.4425166410757394,7.204334405012999
DORM,US2582781009,US,DORM,2022,H2,20222,2.7999999999999994,3.1,6.3,5.190440117073038,2341.786,1733.749,1299.155,121.549,7.7586691650894695,0.5547710166513934,7.458041394844448
DORM,US2582781009,US,DORM,2023,H1,20231,2.3333333333333335,3.4333333333333336,6.5,5.190440117073038,2341.786,1733.749,1299.155,121.549,7.7586691650894695,0.5547710166513934,7.458041394844448
DORM,US2582781009,US,DORM,2023,H2,20232,2.1,3.6,6.3999999999999995,5.638571161229223,2292.407,1929.788,1124.204,129.259,7.737357636241233,0.4904033184334195,7.56516543130599
DORM,US2582781009,US,DORM,2024,H1,20241,2.1333333333333333,3.6333333333333337,6.2,5.638571161229223,2292.407,1929.788,1124.204,129.259,7.737357636241233,0.4904033184334195,7.56516543130599
F,US345277AE74,US,F,2018,H1,20181,4.8,2.9,3.4333333333333336,1.4333047477976144,256540.0,160338.0,220474.0,3677.0,12.455039876853842,0.8594137366492555,11.985039366025322
F,US3453708600,US,F,2018,H1,20181,4.8,2.9,3.4333333333333336,1.4333047477976144,256540.0,160338.0,220474.0,3677.0,12.455039876853842,0.8594137366492555,11.985039366025322
F,US345277AE74,US,F,2018,H2,20182,5.333333333333333,2.6333333333333333,3.033333333333333,1.4333047477976144,256540.0,160338.0,220474.0,3677.0,12.455039876853842,0.8594137366492555,11.985039366025322
F,US3453708600,US,F,2018,H2,20182,5.333333333333333,2.6333333333333333,3.033333333333333,1.4333047477976144,256540.0,160338.0,220474.0,3677.0,12.455039876853842,0.8594137366492555,11.985039366025322
F,US345277AE74,US,F,2019,H1,20191,5.533333333333332,2.533333333333333,2.4833333333333334,1.4333047477976144,256540.0,160338.0,220474.0,3677.0,12.455039876853842,0.8594137366492555,11.985039366025322
F,US3453708600,US,F,2019,H1,20191,5.533333333333332,2.533333333333333,2.4833333333333334,1.4333047477976144,256540.0,160338.0,220474.0,3677.0,12.455039876853842,0.8594137366492555,11.985039366025322
F,US345277AE74,US,F,2019,H2,20192,5.2,2.5,2.716666666666667,0.0181792161276722,258537.0,155900.0,225307.0,47.0,12.462794096150287,0.8714690740590322,11.956970055045868
F,US3453708600,US,F,2019,H2,20192,5.2,2.5,2.716666666666667,0.0181792161276722,258537.0,155900.0,225307.0,47.0,12.462794096150287,0.8714690740590322,11.956970055045868
F,US345277AE74,US,F,2020,H1,20201,5.416666666666667,1.64,1.9933333333333336,0.0181792161276722,258537.0,155900.0,225307.0,47.0,12.462794096150287,0.8714690740590322,11.956970055045868
F,US3453708600,US,F,2020,H1,20201,5.416666666666667,1.64,1.9933333333333336,0.0181792161276722,258537.0,155900.0,225307.0,47.0,12.462794096150287,0.8714690740590322,11.956970055045868
F,US345277AE74,US,F,2020,H2,20202,5.1,2.3,3.8,-0.4785584129371663,267261.0,127144.0,236450.0,-1279.0,12.495980988002826,0.8847156899061217,11.753075581376656
F,US3453708600,US,F,2020,H2,20202,5.1,2.283333333333333,3.6833333333333336,-0.4785584129371663,267261.0,127144.0,236450.0,-1279.0,12.495980988002826,0.8847156899061217,11.753075581376656
F,US3453708600,US,F,2021,H1,20211,5.1499999999999995,1.9666666666666668,3.0500000000000003,-0.4785584129371663,267261.0,127144.0,236450.0,-1279.0,12.495980988002826,0.8847156899061217,11.753075581376656
F,US3453708600,US,F,2021,H2,20212,5.400000000000001,1.6000000000000003,3.016666666666667,6.978427062462311,257035.0,136341.0,208413.0,17937.0,12.456967541375208,0.8108351002781722,11.822914379494543
F,US3453708600,US,F,2022,H1,20221,5.533333333333334,1.4866666666666666,1.715,6.978427062462311,257035.0,136341.0,208413.0,17937.0,12.456967541375208,0.8108351002781722,11.822914379494543
F,US3453708600,US,F,2022,H2,20222,5.5,1.5399999999999998,4.3,-0.7741789248253115,255884.0,158057.0,212717.0,-1981.0,12.452479495769545,0.8313024651795344,11.970711006444715
F,US3453708600,US,F,2023,H1,20231,5.783333333333334,1.406666666666667,3.975,-0.7741789248253115,255884.0,158057.0,212717.0,-1981.0,12.452479495769545,0.8313024651795344,11.970711006444715
F,US3453708600,US,F,2023,H2,20232,5.766666666666667,1.4066666666666665,3.216666666666667,1.590501628187772,273310.0,176191.0,230512.0,4347.0,12.518361961074795,0.8434085836595807,12.079323912859584
F,US345397B280,US,F,2023,H2,20232,4.9,0.02,0.05,1.590501628187772,273310.0,176191.0,230512.0,4347.0,12.518361961074795,0.8434085836595807,12.079323912859584
F,US3453708600,US,F,2024,H1,20241,4.9,0.02,3.6833333333333336,1.590501628187772,273310.0,176191.0,230512.0,4347.0,12.518361961074795,0.8434085836595807,12.079323912859584
F,US345397B280,US,F,2024,H1,20241,4.9,0.02,3.6833333333333336,1.590501628187772,273310.0,176191.0,230512.0,4347.0,12.518361961074795,0.8434085836595807,12.079323912859584
FOXF,US35138V1026,US,FOXF,2018,H1,20181,2.5,5.5,6.3999999999999995,17.31876501790815,485.254,619.225,149.767,84.04,6.184672465188767,0.30863630181307106,6.428468696137485
FOXF,US35138V1026,US,FOXF,2018,H2,20182,2.5,4.9,5.226666666666667,17.31876501790815,485.254,619.225,149.767,84.04,6.184672465188767,0.30863630181307106,6.428468696137485
FOXF,US35138V1026,US,FOXF,2019,H1,20191,2.466666666666667,4.8,6.45,17.31876501790815,485.254,619.225,149.767,84.04,6.184672465188767,0.30863630181307106,6.428468696137485
FOXF,US35138V1026,US,FOXF,2019,H2,20192,2.3666666666666667,4.466666666666666,6.5,15.26843214358395,609.316,751.02,171.397,93.033,6.4123370165518825,0.28129410683454886,6.621432282567987
FOXF,US35138V1026,US,FOXF,2020,H1,20201,2.3,4.3,6.566666666666666,15.26843214358395,609.316,751.02,171.397,93.033,6.4123370165518825,0.28129410683454886,6.621432282567987
FOXF,US35138V1026,US,FOXF,2020,H2,20202,2.3,4.383333333333334,6.216666666666666,7.047780866977938,1286.561,890.554,567.39,90.674,7.1597280460660455,0.44101290183675707,6.791843740981018
FOXF,US35138V1026,US,FOXF,2021,H1,20211,1.16,3.85,5.8999999999999995,7.047780866977938,1286.561,890.554,567.39,90.674,7.1597280460660455,0.44101290183675707,6.791843740981018
FOXF,US35138V1026,US,FOXF,2021,H2,20212,0.02,3.2999999999999994,6.3500000000000005,10.807868688927902,1515.729,1299.064,621.647,163.818,7.3236517903284035,0.4101307027839409,7.169399284125145
FOXF,US35138V1026,US,FOXF,2022,H1,20221,0.45,3.233333333333333,6.266666666666667,10.807868688927902,1515.729,1299.064,621.647,163.818,7.3236517903284035,0.4101307027839409,7.169399284125145
FOXF,US35138V1026,US,FOXF,2022,H2,20222,2.6,1.6000000000000003,6.7,12.684510509560438,1618.336,1602.491,496.95,205.278,7.3891537398417455,0.30707467423328655,7.379314572554405
FOXF,US35138V1026,US,FOXF,2023,H1,20231,2.6,1.6000000000000003,6.6499999999999995,12.684510509560438,1618.336,1602.491,496.95,205.278,7.3891537398417455,0.30707467423328655,7.379314572554405
FOXF,US35138V1026,US,FOXF,2023,H2,20232,2.6,3.1,6.7,5.389381786007035,2242.298,1464.178,1020.537,120.846,7.715256511837777,0.4551299604245288,7.28904927182989
FOXF,US35138V1026,US,FOXF,2024,H1,20241,2.6,3.1,6.7,5.389381786007035,2242.298,1464.178,1020.537,120.846,7.715256511837777,0.4551299604245288,7.28904927182989
GM,US37045V1008,US,GM,2018,H1,20181,4.5,1.6000000000000003,5.333333333333333,3.525132071487954,227339.0,147049.0,184562.0,8014.0,12.334197574533041,0.8118360686023955,11.898521143550994
GM,US37045V1008,US,GM,2018,H2,20182,4.3,1.6333333333333335,5.5,3.525132071487954,227339.0,147049.0,184562.0,8014.0,12.334197574533041,0.8118360686023955,11.898521143550994
GM,US37045V1008,US,GM,2019,H1,20191,4.2,1.7000000000000002,5.06,3.525132071487954,227339.0,147049.0,184562.0,8014.0,12.334197574533041,0.8118360686023955,11.898521143550994
GM,US37045V1008,US,GM,2019,H2,20192,4.2,0.7000000000000001,6.133333333333333,2.9521525015677277,228037.0,137237.0,182080.0,6732.0,12.337263175472243,0.7984669154567022,11.829464637217287
GM,US37045V1008,US,GM,2020,H1,20201,4.333333333333333,0.3166666666666666,6.633333333333333,2.9521525015677277,228037.0,137237.0,182080.0,6732.0,12.337263175472243,0.7984669154567022,11.829464637217287
GM,US37045V1008,US,GM,2020,H2,20202,4.4,0.3,1.7066666666666668,2.7326377373572455,235194.0,122485.0,185517.0,6427.0,12.368165984477136,0.7887828771142121,11.715743852489839
GM,US37045V1008,US,GM,2021,H1,20211,5.216666666666667,0.8000000000000002,3.9583333333333335,2.7326377373572455,235194.0,122485.0,185517.0,6427.0,12.368165984477136,0.7887828771142121,11.715743852489839
GM,US37045V1008,US,GM,2021,H2,20212,5.45,0.955,4.333333333333333,4.094100147925367,244718.0,127004.0,178903.0,10019.0,12.407861806185963,0.731057788965258,11.75197386100773
GM,US37045V1008,US,GM,2022,H1,20221,5.633333333333333,1.85,5.283333333333333,4.094100147925367,244718.0,127004.0,178903.0,10019.0,12.407861806185963,0.731057788965258,11.75197386100773
GM,US37045V1008,US,GM,2022,H2,20222,5.433333333333334,2.15,6.333333333333333,3.7623514886171256,264037.0,156735.0,191753.0,9934.0,12.483844523823299,0.7262353382291118,11.962311760136322
GM,US37045V1008,US,GM,2023,H1,20231,5.166666666666667,1.883333333333333,6.5,3.7623514886171256,264037.0,156735.0,191753.0,9934.0,12.483844523823299,0.7262353382291118,11.962311760136322
GM,US37045V1008,US,GM,2023,H2,20232,5.683333333333334,1.6833333333333331,6.1499999999999995,3.708654381390443,273064.0,171842.0,204757.0,10127.0,12.517461478926586,0.7498498520493364,12.054330728968614
GM,US37045V1008,US,GM,2024,H1,20241,5.900000000000001,1.3999999999999997,5.900000000000001,3.708654381390443,273064.0,171842.0,204757.0,10127.0,12.517461478926586,0.7498498520493364,12.054330728968614
GNTX,US3719011096,US,GNTX,2018,H1,20181,3.1,5.1,6.1499999999999995,20.997212091104295,2085.434,1834.064,223.682,437.883,7.642732266049191,0.10725920839499115,7.514289548608853
GNTX,US3719011096,US,GNTX,2018,H2,20182,3.6,3.7999999999999994,5.861666666666667,20.997212091104295,2085.434,1834.064,223.682,437.883,7.642732266049191,0.10725920839499115,7.514289548608853
